,mpa_id,wdpa_id,wdpa_pid,name,country,sovereign,designatio,designat_1,designat_2,iucn_categ,status,status_yea,is_mpa,implemente,implementa,no_take,no_take_ar,rep_m_area,calc_m_are,rep_area,calc_area,gov_type,mgmt_auth,mgmt_plan_,fishing,access,constancy,permanence,SHAPE_Leng,SHAPE_Area,geography_area,mmsi_count,in_pre,out_pre,in_post,out_post
0,68808362,555624907,,Marae Moana,COK,COK,Marine Managed Area,Marine Managed Area,National,VI,Designated,2017,0,1,,Not Reported,0.0,1673000.0,1706212.2421,1673000.0,0.0,Collaborative governance,Marae Moana Council,Management plan currently under development,Yes,Yes,Unknown,Unknown,116.579515641,143.8877687,1706196,108,94362,404338,312273,855987
1,9047,555624810,555624810_A,Ross Sea Region [General Protection Zone (i) Ross Sea shelf/slope and Balleny Islands],ABNJ,ABNJ,Marine Protected Area (CCAMLR),Marine Protected Area (CCAMLR),International,Not Reported,Designated,2017,1,1,2017-12-01,All,1555851.0,1555851.0,973704.0,1555851.0,1521512.0,Joint governance,Commission for the Convention on Conservation of Antarctic Marine Living Resources (CCAMLR),https://www.ccamlr.org/en/measure-91-05-2016,No,Unknown,Unknown,Permanent,443.363545793,554.382341324,1555942,11,5876,182278,763,92471
2,15625,555577562,555577562,Natural Park of the Coral Sea,NCL,FRA,Parc Naturel,Natural Park,National,VI,Designated,2014,1,1,2018-03-01,None,28000.0,1292962.0,1294950.0,1292967.0,1291642.0,Sub-national ministry or agency,New Caledonian Government,http://www.affmar.gouv.nc/portal/page/portal/affmar/librairie/fichiers/26486252.PDF,Unknown,Unknown,Unknown,Unknown,71.5502847455,112.435505375,1289995,29,198945,35399,119976,21428
3,9259,555547601,,South Georgia and South Sandwich Islands,SGS,GBR,Marine Protected Area,Marine Protected Area,National,VI,Designated,2012,1,1,,None,0.0,1240000.0,1242752.62718,1240000.0,1246714.50549,Federal or national ministry or agency in charge,Government of South Georgia and South Sandwich Islands (GSGSSI),http://www.gov.gs/docsarchive/Environment/Marine%20Protected%20Area/MPA%20Management%20Plan%20v2.0.pdf,Some Restrictions,Yes,Year-round,Unknown,60.235012613,182.193914785,1246714,25,0,0,145379,297806
4,68819490,555547601,555547601,South Georgia and South Sandwich Islands Marine Protected Area,SGS,GBR,Marine Protected Area,Marine Protected Area,National,VI,Designated,2012,1,1,,Part,302846.0,1240000.0,1065899.0,1240000.0,1069871.0,Federal or national ministry or agency,Government of South Georgia and South Sandwich Islands (GSGSSI),http://www.sgisland.gs/download/MPA/MPA%20Plan%20v1-1.01%20Feb%2027_12.pdf,Unknown,Unknown,Unknown,Unknown,87.9414537181,180.808019208,1237120,25,0,0,143593,299591
5,68808390,0,,Papahānaumokuākea 2016 Expansion,USA,USA,Marine National Monument,Marine National Monument,National,,Designated,2016,1,1,,All,0.0,0.0,0.0,1508870.0,0.0,Partnership,"Department of Commerce, the Department of the Interior, the State of Hawai'i, and Office of Hawaiian Affairs",,Some Restrictions,Unknown,Year-round,Permanent,99.3401511085,103.652012873,1146553,6,954,11818,934,71205
6,68818911,555692282,555692282,Périmètre De Protection De La Réserve Naturelle Nationale Des Terres Australes Françaises,ATF,FRA,Périmètre De Protection D’Une Réserve Naturelle Nationale,Protected Perimeter Around A National Nature Reserve,National,Not Reported,Designated,2017,1,1,,Not Reported,0.0,0.0,989611.0,1010780.0,989611.0,Federal or national ministry or agency,Not Reported,Not Reported,Unknown,Unknown,Unknown,Unknown,120.907548442,109.836845963,988912,3,244,28675,801,14893
7,68808360,345888,345888_F,Terres Australes Françaises [Périmètre de protection de la / Protection Zone around Nature Reserve],ATF,FRA,Réserve Naturelle Nationale,Protection zone around Nature Reserve,National,VI,Designated,2017,0,1,2016-12-16,None,0.0,989787.0,989240.0,989787.0,989240.0,Federal or national ministry or agency,Terres Australes et Antarctiques Françaises,Not Reported,Some Restrictions,Unknown,Year-round,Permanent,120.868836286,109.793048694,988520,2,113,12152,708,11219
8,9178,555624172,555624172,Pitcairn Islands,PCN,GBR,Marine Reserve,Marine Reserve,National,Not Reported,Designated,2016,1,1,,All,836064.0,834334.0,836103.763096,834334.0,839568.0,Not Reported,United Kingdom,In progress – completion 2017,Some Restrictions,Restricted,Unknown,Unknown,37.2142050815,74.2719972409,832732,1,0,10202,5,20698
9,68818983,555697868,555697868,French Austral Lands and Seas,ATF,FRA,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2019,1,1,,Not Reported,0.0,0.0,661038.0,672969.0,670029.0,Not Reported,Not Reported,Not Reported,Unknown,Unknown,Unknown,Unknown,70.6367796922,80.6303636054,671825,13,110140,9997,25345,3348
10,68808921,555556875,555556875_B,Coral Sea - Habitat Protection Zone,AUS,AUS,Marine Park,Marine Park,National,IV,Designated,2018,1,1,2018-07-01,None,0.0,0.0,0.0,655129.0,0.0,Federal or national ministry or agency,AU-DOEE,https://parksaustralia.gov.au/marine/management/plans/,Unknown,Unknown,Unknown,Unknown,72.9591233939,55.930011353,655129,12,20848,71778,8777,39273
11,7707499,555512151,555512151,British Indian Ocean Territory Marine Protected Area (Chagos),IOT,GBR,Marine Protected Area,Marine Protected Area,National,Not Reported,Designated,2010,1,1,,All,640000.0,640000.0,642270.0,640000.0,642339.0,Not Reported,UK British Indian Ocean Territory (BIOT) Administration,Not Reported,No,Unknown,Unknown,Unknown,26.2358965072,52.2133180437,638163,5,0,0,185,39763
12,7706819,345888,345888_E,Terres Australes Françaises [Marine Protection Zone],ATF,FRA,Réserve Naturelle Nationale,National Nature Reserve,National,VI,Designated,2016,1,1,2016-12-16,None,0.0,545060.0,545380.0,545060.0,545381.0,Federal or national ministry or agency,Terres Australes et Antarctiques Françaises,Not Reported,Some Restrictions,Unknown,Year-round,Permanent,99.8346193795,65.1406934973,545852,13,72676,12203,53498,10451
13,68807606,555622118,555622118,Palau,PLW,PLW,National Marine Sanctuary Protection Zone,National Marine Sanctuary Protection Zone,National,Not Reported,Designated,2015,1,1,2020-01-01,All,0.0,502538.0,503521.0,502538.0,503521.0,Not Reported,Bureau of Oceanic Fishery Management,Not Reported,No,Restricted,Unknown,Unknown,41.8683584514,39.011081627,477116,78,212120,326270,86,115951
14,68818813,555651558,555651558,Ascension Exclusive Economic Zone,SHN,GBR,Marine Protected Area,Marine Protected Area,National,,Designated,2019,1,1,2020-11-17,Part,0.0,440000.0,448884.0,440000.0,448891.0,Federal or national ministry or agency,Ascension Island Government,https://www.ascension.gov.ac/project/mpa-management-plan,Some Restrictions,Unknown,Unknown,Unknown,21.872726813,36.5916250868,446005,1,317,24965,0,0
15,68808196,0,,St Helena,SHN,GBR,Marine Protection Zone,Marine Protection Zone,National,VI,Designated,2016,1,1,2016-09-15,None,0.0,445000.0,444895.683329,445000.0,0.0,,,http://www.sainthelena.gov.sh/wp-content/uploads/2013/07/Marine-Management-Plan.pdf,Some Restrictions,Unknown,Unknown,Unknown,22.3479447402,37.5750699976,444910,1,0,0,1625,576
16,7705427,555512002,555512002,Phoenix Islands Protected Area,KIR,KIR,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,2010,0,1,2015-01-01,All,408224.5,0.0,408145.0,408250.0,408258.0,Not Reported,Not Reported,Not Reported,Some Restrictions,Yes,Year-round,Permanent,22.7017031892,33.2626259992,408397,136,136746,1530152,881,2953683
17,68808469,555635930,555635930,Área de Proteção Ambiental do Arquipelago de Trindade e Martim Vaz,BRA,BRA,Área de Proteção Ambiental,Environmental Protection Area,National,V,Designated,2018,1,1,2018-09-18,None,0.0,403846.0,402420.0,403848.0,405906.0,Federal or national ministry or agency,Instituto Chico Mendes de Conservação da Biodiversidade,Not Reported,Unknown,Unknown,Unknown,Unknown,37.4864669704,34.9938229542,403847,15,2454,18892,10254,38814
18,68808468,555635931,555635931,Área De Proteção Ambiental Do Arquipélago De São Pedro E São Paulo,BRA,BRA,Área de Proteção Ambiental,Environmental Protection Area,National,V,Designated,2018,1,1,2018-09-18,None,0.0,384126.0,385198.0,384565.0,387111.0,Federal or national ministry or agency,Instituto Chico Mendes de Conservação da Biodiversidade,Not Reported,Unknown,Unknown,Unknown,Unknown,29.3290223626,31.261580159,384570,10,3871,27209,3434,37711
19,5426,555512001,555512001,Papahanaumokuakea,USA,USA,World Heritage Site,World Heritage Site,International,,Designated,2010,0,1,,Not Reported,0.0,362075.0,0.0,362075.0,335588.341831,Not Reported,Not Reported,Not Reported,Unknown,Unknown,Unknown,Unknown,49.0489651777,30.0130227353,334153,0,0,0,0,0
20,68808296,555624810,555624810_D,Ross Sea Region [Krill Research Zone],ABNJ,ABNJ,Marine Protected Area (CCAMLR),Marine Protected Area (CCAMLR),International,Not Reported,Designated,2017,1,1,2017-12-01,None,328750.0,328750.0,326507.0,328750.0,331890.0,Joint governance,Commission for the Convention on Conservation of Antarctic Marine Living Resources (CCAMLR),https://www.ccamlr.org/en/measure-91-05-2016,Some Restrictions,Unknown,Unknown,Permanent,39.3411733364,64.2867966106,328783,0,0,0,0,0
21,68819076,555703762,555703762,Tuvaijuittuq Marine Protected Area,CAN,CAN,Marine Protected Area By Ministerial Order,Marine Protected Area By Ministerial Order,National,Not Reported,Designated,2019,1,1,,Not Reported,0.0,319411.0,316759.0,319411.0,319581.0,Collaborative governance,Fisheries And Oceans Canada,http://www.dfo-mpo.gc.ca/oceans/mpa-zpm/tuvaijuittuq/index-eng.html,Unknown,Unknown,Unknown,Unknown,242.591681516,231.160836693,319612,0,0,0,0,0
22,68808628,555624307,555624307_B,Pacífico Mexicano Profundo Buffer Zone,MEX,MEX,Reserva de la Biósfera,Biosphere Reserve,National,VI,Designated,2016,1,1,,None,0.0,248370.0,122332.0,248370.0,122332.0,Federal or national ministry or agency,National Commission of Natural Protected Areas,Not Reported,Some Restrictions,Unknown,Unknown,Unknown,81.5459025569,26.5998599199,314242,23,599,27403,9531,164554
23,68808365,555547601,,South Georgia and South Sandwich Islands [No-Take Zones],SGS,GBR,Marine Protected Area,Marine Protected Area,National,Ia,Designated,2012,1,1,,All,309940.487486,303708.0,309940.487486,303708.0,310127.553584,Federal or national ministry or agency in charge,Government of South Georgia and South Sandwich Islands (GSGSSI),http://www.gov.gs/docsarchive/Environment/Marine%20Protected%20Area/MPA%20Management%20Plan%20v2.0.pdf,No,Restricted,Year-round,Unknown,97.527864812,49.172378423,310130,7,0,0,4933,173630
24,9175,555624169,555624169,Nazca-Desventuradas,CHL,CHL,Parque Marino,Marine Park,National,Ia,Designated,2015,1,1,2015-10-05,All,300035.0,300035.0,299912.0,300035.0,299912.0,Federal or national ministry or agency,Servicio Nacional de Pesca (SERNAPESCA),Not Reported,No,Unknown,Year-round,Permanent,24.5041725699,26.8545858828,299006,0,0,0,0,0
25,60009465,555624907,555624907_A,Marae Moana (Cook Islands Marine Park),COK,COK,Marine Park,Marine Park,National,VI,Designated,2017,1,1,,None,0.0,1968938.0,1981964.0,1968938.0,1982029.0,Collaborative governance,Marae Moana Council,Not Reported,Some Restrictions,Restricted,Unknown,Unknown,52.0564333079,21.5079133573,253912,29,4093,189984,3830,325017
26,68808920,555556875,555556875_A,Coral Sea - National Park Zone,AUS,AUS,Marine Park,Marine Park,National,II,Designated,2018,1,1,2018-07-01,All,0.0,238399.0,239755.0,238399.0,239756.0,Federal or national ministry or agency,AU-DOEE,https://parksaustralia.gov.au/marine/management/plans/,Unknown,Unknown,Unknown,Unknown,48.6319145282,20.152473795,238399,0,0,0,0,0
27,68816997,555643549,555643549,Amirantes (Marine) to Fortune Bank (Marine) Area of Outstanding Natural Beauty,SYC,SYC,Area of Outstanding Natural Beauty,Area of Outstanding Natural Beauty,National,Not Reported,Designated,2020,1,1,,Not Reported,0.0,217588.0,217373.0,217588.0,217390.0,Federal or national ministry or agency,"Ministry of Environment, Energy And Climate Change",Not Reported,Unknown,Unknown,Unknown,Unknown,23.5541034707,17.7633731696,217394,116,48166,1670898,27643,375969
28,68808202,0,,The Federal States of Micronesia,FSM,FSM,Marine Protected Area,Marine Protected Area,National,,Designated,2017,1,1,,None,0.0,184948.0,180398.650693,0.0,0.0,,,,Some Restrictions,Unknown,Unknown,Unknown,143.191297695,14.7803606217,180398,9,305,56997,110,94280
29,68807608,0,,Charlie-Gibbs North,ABNJ,ABNJ,Marine Protected Area (OSPAR),Marine Protected Area (OSPAR),International,,Designated,2012,1,1,,None,0.0,178651.0,178093.979419,0.0,0.0,Collaborative management and governance,OSPAR Commission/Contracting Parties; other Cas,http://www.ospar.org,Unknown,Unknown,Unknown,Unknown,25.6384457282,23.8860581305,178162,4,0,0,488,128173
30,68812195,555557228,555557228,Charlie-Gibbs North High Seas MPA,ABNJ,ABNJ,Marine Protected Area (OSPAR),Marine Protected Area (OSPAR),Regional,Not Reported,Designated,2012,1,1,,Not Reported,0.0,178651.0,177411.0,178651.0,177299.0,Collaborative governance,OSPAR Commission,http://mpa.ospar.org/home_ospar/mpa_datasheets,Unknown,Unknown,Unknown,Unknown,25.6384428437,23.8860500014,178096,4,0,0,473,128187
31,9241,555543712,555543712,Motu Motiro Hiva,CHL,CHL,Parque Marino,Marine Park,National,Ia,Designated,2010,1,1,,All,150000.0,150000.0,150118.0,150000.0,150120.0,Federal or national ministry or agency,Servicio Nacional de Pesca (SERNAPESCA),Not Reported,No,Unknown,Unknown,Unknown,15.4573198151,13.6419447364,150095,0,0,0,0,0
32,68813451,555629385,555629385_A,Revillagigedo - Zona Núcleo/Uso Restringido Investigación,MEX,MEX,Parque Nacional,National Park,National,Ia,Designated,2017,1,1,2018-11-30,All,147529.0,147529.0,148628.0,148079.0,148835.0,Federal or national ministry or agency,National Commission of Natural Protected Areas,https://www.conanp.gob.mx/programademanejo/PMPNRevillagigedo.pdf,No,Restricted,Year-round,Permanent,17.0322745582,12.6442741152,147503,10,1934,66700,2,24766
33,67705500,555512241,555512241,Charlie-Gibbs South High Seas MPA,ABNJ,ABNJ,Marine Protected Area (OSPAR),Marine Protected Area (OSPAR),Regional,Not Reported,Designated,2010,1,1,,Not Reported,0.0,145420.0,146438.0,145420.0,146438.0,Collaborative governance,OSPAR Commission/Contracting Parties; other Cas,Not Reported,Some Restrictions,Unknown,Unknown,Unknown,27.4384428447,18.6139499976,146026,9,0,0,1983,263553
34,68809153,555587040,555587040,Agoa,BLM;GLP;MAF;MTQ,FRA,Specially Protected Area (Cartagena Convention),Specially Protected Area (Cartagena Convention),Regional,Not Reported,Designated,2010,0,1,,Not Reported,0.0,143256.0,143828.0,143256.0,144081.0,Not Reported,The French Marine Protected Area Agency,http://www.car-spaw-rac.org/IMG/pdf/Rapport_Sanctuaire_AGOA-3.pdf,Unknown,Unknown,Unknown,Unknown,43.6844499285,12.1123138636,143256,4,0,0,3581,4634
35,68807916,0,,Agoa,FRA,FRA,Sanctuary,Sanctuary,National,,Designated,2010,0,1,,Not Reported,0.0,130000.0,0.0,130000.0,0.0,,,http://www.sanctuaire-agoa.fr/Agoa/Actions,Unknown,Unknown,Unknown,Unknown,38.7705520979,12.1115320754,143246,4,0,0,3581,4634
36,68808861,555556895,555556895_B,Norfolk - Habitat Protection Zone,NFK,AUS,Marine Park,Marine Park,National,IV,Designated,2018,1,1,2018-07-01,None,0.0,138796.0,139254.0,138796.0,139254.0,Federal or national ministry or agency,AU-DOEE,https://parksaustralia.gov.au/marine/management/plans/,Unknown,Unknown,Unknown,Unknown,20.7508617099,13.0262799199,138796,0,0,0,0,0
37,68819192,555705568,555705568,Niue Moana Mahu Marine Protected Area,NIU,NIU,Matakavi puipui mo e leveki,marine protected area,National,Not Reported,Designated,2020,1,1,,All,127000.0,127000.0,129186.0,127000.0,129186.0,Federal or national ministry or agency,"Ministry of Natural Resources, Depatment of Agriculture, Forestry and Fisheries",Not Reported,Unknown,Unknown,Unknown,Unknown,14.2689714805,11.1830343001,129370,9,2510,154527,41,34548
38,68808405,0,,Moana Mahu,NIU,NIU,Marine Protected Area,Marine Protected Area,National,,Designated,2020,1,1,2020-05-01,All,0.0,127000.0,0.0,127000.0,0.0,,,,Yes,,Year-round,Permanent,14.7858903418,10.9452262477,126633,9,2461,164576,0,24590
39,68811315,555514087,555514087,Arquipélago Submarino Do Meteor,PRT,PRT,Área Protegida De Gestão De Recursos,Resource Management Protected Area,National,VI,Designated,2016,1,1,,Not Reported,0.0,0.0,123661.0,123237.0,123661.0,Federal or national ministry or agency,Not Reported,Not Reported,Unknown,Unknown,Unknown,Unknown,22.8281044222,11.8949999977,123347,51,20487,606096,15279,774204
40,68808627,555624307,555624307_A,Pacífico Mexicano Profundo Core Zone,MEX,MEX,Reserva de la Biósfera,Biosphere Reserve,National,Ia,Designated,2016,1,1,,Part,0.0,187771.0,315793.0,187771.0,315793.0,Federal or national ministry or agency,National Commission of Natural Protected Areas,Not Reported,No,Unknown,Unknown,Unknown,53.9487397944,10.3364504815,121694,17,1406,25668,4122,118902
41,68808359,345888,345888_D,Terres Australes Françaises [Strict Marine Protection Zone],ATF,FRA,Réserve Naturelle Nationale,National Nature Reserve,National,Ia,Designated,2016,1,1,2016-12-16,All,120455.375836,120250.0,120378.0,120250.0,120379.0,Federal or national ministry or agency,Terres Australes et Antarctiques Françaises,Not Reported,No,Restricted,Year-round,Permanent,80.5780076119,14.7723368993,120458,5,1205,52025,143,24872
42,68808364,555512160,,Prince Edward Islands - Control Zones,ZAF,ZAF,Marine Protected Area,Marine Protected Area,National,,Designated,2013,1,1,,None,0.0,0.0,113196.513978,0.0,0.0,Federal or national ministry or agency,Department of Environmental Affairs (DEA),https://cer.org.za/wp-content/uploads/2014/02/Regulations-for-the-management-of-Prince-Albert-MPA.pdf,Some Restrictions,Yes,Year-round,Permanent,33.0981405102,13.2679900085,113149,1,258,2441,866,20656
43,68808295,555624810,555624810_E,Ross Sea Region [Special Research Zone],ABNJ,ABNJ,Marine Protected Area (CCAMLR),Marine Protected Area (CCAMLR),International,Not Reported,Designated,2017,1,1,2017-12-01,None,0.0,109563.0,109516.0,109563.0,109516.0,Joint governance,Commission for the Convention on Conservation of Antarctic Marine Living Resources (CCAMLR),https://www.ccamlr.org/en/measure-91-05-2016,Some Restrictions,Unknown,Unknown,Permanent,38.0,34.0,109567,13,5975,214404,995,101625
44,68808841,555556868,555556868_B,Argo-Rowley Terrace - Multiple Use Zone,AUS,AUS,Marine Park,Marine Park,National,VI,Designated,2018,1,1,2018-07-01,None,0.0,109952.0,110577.0,109952.0,110577.0,Federal or national ministry or agency,AU-DOEE,https://parksaustralia.gov.au/marine/management/plans/,Unknown,Unknown,Unknown,Unknown,19.3130073202,9.19789719255,108812,1,1473,11879,0,2490
45,68819010,555703191,555703191,West of Scotland,GBR,GBR,Marine Protected Area,Marine Protected Area,National,Not Reported,Designated,2019,1,1,,Not Reported,0.0,107718.0,107409.0,107718.0,107409.0,Federal or national ministry or agency,Scottish Government,Not Reported,Unknown,Unknown,Unknown,Unknown,23.3101320043,16.6365555534,107738,75,14004,829407,7383,279924
